product_code,product_name,group_code,group_name,line_name,color,forecast_qty_q2,forecast_revenue_q2,forecast_qty_conservative,forecast_qty_optimistic,avg_unit_price,is_new_sku,missing_master_flag,rank_qty,rank_revenue
131002007000,Xe đạp Thống Nhất GN 06 20 Coban,KIDBIKE_1,Xe trẻ em nhóm 1,Xe GN 06 20,Coban,0.0,0.0,0.0,0.0,1197685.19,0,False,168,185
131002008001,Xe đạp Thống Nhất GN 06 20 2024 Ghi,KIDBIKE_1,Xe trẻ em nhóm 1,Xe GN 06 20 2024,Ghi,718.9237,843871242.5300541,575.13896,862.7084400000001,1173798.0574712644,0,False,27,37
131002019002,Xe đạp Thống Nhất GN 06 20 2024 Vàng,KIDBIKE_1,Xe trẻ em nhóm 1,Xe GN 06 20 2024,Vàng,378.6607,442526678.64521873,302.92856,454.39284,1168662.8125,0,False,48,66
132002001001,Xe đạp Thống Nhất GN 2.0 20 đen - Bat man,KIDBIKE_1,Xe trẻ em nhóm 1,Xe GN 06 2.0 20 DC (IP - Bản quyền),Đen,234.9886,307965484.673,187.99088,281.98632,1310555.0,1,False,72,86
132002003001,Xe đạp Thống Nhất GN 2.0 20 đỏ - Wonderwoman,KIDBIKE_1,Xe trẻ em nhóm 1,Xe GN 06 2.0 20 DC (IP - Bản quyền),Đỏ,111.9745,146748740.8475,89.5796,134.36939999999998,1310555.0,1,False,119,121
132002022001,Xe đạp Thống Nhất GN 2.0 20 xanh - Superman,KIDBIKE_1,Xe trẻ em nhóm 1,Xe GN 06 2.0 20 DC (IP - Bản quyền),Xanh,254.0373,334522883.504205,203.22984,304.84475999999995,1316825.85,1,False,66,81
207004000000,Xe đạp Thống Nhất 219-05-26,CITYBIKE_P,Xe phổ thông,Xe 219-05-26,Unknown color,633.6505999999999,941767539.7541052,506.92048,760.38072,1486256.8421052631,0,True,31,33
208002003000,Xe đạp Thống Nhất 219-24 Đỏ đun,CITYBIKE_P,Xe phổ thông,Xe 219-24,Đỏ Đun,282.7418,388508093.2616888,226.19344,339.29015999999996,1374073.7777777778,0,False,62,72
208002007000,Xe đạp Thống Nhất 219-24 Coban,CITYBIKE_P,Xe phổ thông,Xe 219-24,Coban,84.76050000000001,117737605.54359376,67.8084,101.71260000000001,1389062.1875,0,False,128,129
208002023000,Xe đạp Thống Nhất 219-24 Xanh Tím,CITYBIKE_P,Xe phổ thông,Xe 219-24,Xanh Tím,318.52810000000005,452584656.2064277,254.82248000000004,382.23372000000006,1420862.5744680848,0,False,58,63
209002003000,Xe đạp Thống Nhất 219-26 Đỏ đun,CITYBIKE_P,Xe phổ thông,Xe 219-26,Đỏ Đun,366.2373,534060209.79589474,292.98984,439.48476000000005,1458235.4385964915,0,False,49,55
209002007000,Xe đạp Thống Nhất 219-26 Coban,CITYBIKE_P,Xe phổ thông,Xe 219-26,Coban,249.7792,364990637.36057436,199.82336,299.73504,1461253.1282051282,0,False,69,76
209002025000,Xe đạp Thống Nhất 219-26 Xanh Tím,CITYBIKE_P,Xe phổ thông,Xe 219-26,Xanh Tím,598.1888,889702534.1853766,478.55104000000006,717.82656,1487327.3023255814,0,False,33,35
214004000000,Xe đạp Thống Nhất GN 05-26,CITYBIKE_P,Xe phổ thông,Xe GN 05-26,Unknown color,714.7844,1092317376.856051,571.82752,857.74128,1528177.4152542374,0,True,28,31
215004000000,Xe đạp Thống Nhất GN 05-27,CITYBIKE_P,Xe phổ thông,Xe GN 05-27,Unknown color,240.856,381204335.51199996,192.68480000000002,289.0272,1582706.4117647058,0,True,71,73
216002001000,Xe đạp Thống Nhất GN 06-24 Đen,CITYBIKE_P,Xe phổ thông,Xe GN 06-24,Đen,111.9745,157697383.50849998,89.5796,134.36939999999998,1408333.0,0,False,119,115
216002003000,Xe đạp Thống Nhất GN 06-24 Đỏ đun,CITYBIKE_P,Xe phổ thông,Xe GN 06-24,Đỏ Đun,43.1442,58861003.387371436,34.51536,51.773039999999995,1364285.4285714286,0,False,133,141
216002007000,Xe đạp Thống Nhất GN 06-24 Coban,CITYBIKE_P,Xe phổ thông,Xe GN 06-24,Coban,357.5462,528220906.07355386,286.03696,429.05544,1477350.076923077,0,False,53,56
216003001000,Xe đạp Thống Nhất GN 06-24 2.0 Đen,CITYBIKE_P,Xe phổ thông,Xe GN 06-24 2.0,Đen,776.0632,1161585451.0686748,620.8505600000001,931.27584,1496766.5662650603,0,False,23,27
216003005000,Xe đạp Thống Nhất GN 06-24 2.0 Cam,CITYBIKE_P,Xe phổ thông,Xe GN 06-24 2.0,Cam,162.921,243451333.44931036,130.3368,195.5052,1494290.6896551724,0,False,95,96
216003008000,Xe đạp Thống Nhất GN 06-24 2.0 Ghi,CITYBIKE_P,Xe phổ thông,Xe GN 06-24 2.0,Ghi,745.6746,1112605747.956329,596.5396800000001,894.80952,1492079.451219512,0,False,24,29
217002001000,Xe đạp Thống Nhất GN 06-26 Đen,CITYBIKE_P,Xe phổ thông,Xe GN 06-26,Đen,402.7188,579265464.2023332,322.17503999999997,483.2625599999999,1438386.9444444447,0,False,44,51
217002003000,Xe đạp Thống Nhất GN 06-26 Đỏ đun,CITYBIKE_P,Xe phổ thông,Xe GN 06-26,Đỏ Đun,131.142,201903985.589625,104.9136,157.3704,1539582.9375,0,False,107,105
217002007000,Xe đạp Thống Nhất GN 06-26 Coban,CITYBIKE_P,Xe phổ thông,Xe GN 06-26,Coban,327.93969999999996,479948777.6292,262.35176,393.5276399999999,1463527.5254237289,0,False,56,59
217002007001,Xe đạp Thống Nhất GN 06 26 D Coban,UNKNOWN_GROUP,Unknown group,Unknown line,Coban,26.5628,45009177.0832,21.250239999999998,31.87536,1694444.0,1,True,140,143
217003001000,Xe đạp Thống Nhất GN 06-26 2.0 Đen,CITYBIKE_P,Xe phổ thông,Xe GN 06-26 2.0,Đen,1643.1613,2662172344.5319443,1314.52904,1971.79356,1620152.7777777778,0,False,7,6
217003005000,Xe đạp Thống Nhất GN 06-26 2.0 Cam,CITYBIKE_P,Xe phổ thông,Xe GN 06-26 2.0,Cam,274.4258,446019266.5627525,219.54064,329.31095999999997,1625281.8305084745,0,False,63,65
217003008000,Xe đạp Thống Nhất GN 06-26 2.0 Ghi,CITYBIKE_P,Xe phổ thông,Xe GN 06-26 2.0,Ghi,1295.3775999999998,2068016932.5991542,1036.30208,1554.4531200000001,1596458.7720207253,0,False,10,11
217004005000,Xe đạp Thống Nhất GN 06-26 2.0 Pro Cam,SPORTBIKE_S,Xe thể thao thép,Xe GN 06-26 2.0 Pro,Cam,2.7666,3568914.0,2.21328,3.3199199999999998,1290000.0,0,False,164,183
217004008000,Xe đạp Thống Nhất GN 06-26 2.0 Pro Ghi,SPORTBIKE_S,Xe thể thao thép,Xe GN 06-26 2.0 Pro,Ghi,1.3167,4254891.0327,1.05336,1.58004,3231481.0,0,False,167,180
217004008001,Xe đạp Thống Nhất GN 06-26 2.0 Pro Shimano Ghi,SPORTBIKE_S,Xe thể thao thép,Xe GN 06-26 2.0 Pro Shimano,Ghi,0.0,0.0,0.0,0.0,2333500.0,0,False,168,185
217004022000,Xe đạp Thống Nhất GN 06-26 2.0 Pro Xanh dương,SPORTBIKE_S,Xe thể thao thép,Xe GN 06-26 2.0 Pro,Xanh Dương,5.5332,7359156.0,4.42656,6.6398399999999995,1330000.0,0,False,157,168
217004022001,Xe đạp Thống Nhất GN 06-26 2.0 Pro Shimano Xanh,SPORTBIKE_S,Xe thể thao thép,Xe GN 06-26 2.0 Pro Shimano,Xanh,0.0,0.0,0.0,0.0,2333500.0,0,False,168,185
